UniqueCount	AmbigCount
0	0
0	0
45	163
13	114
181	77
0	0
153	0
100	0
35	0
0	0
37	0
0	0
105	0
127	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	38
0	132
60	190
0	41
0	122
184	100
0	157
0	63
36	0
4	4
0	4
1	0
1	63
41	78
0	63
0	34
0	23
0	61
0	38
94	17
0	58
0	0
58	358
27	348
0	17
5	0
1	32
0	31
2	16
0	5
0	8
1	1
0	0
0	0
12	2
1	0
0	0
0	237
28	425
8	116
173	286
64	69
0	29
46	386
116	162
0	0
0	0
0	0
1	0
0	21
0	0
3	4
5	9
0	4
0	6
1	4
0	0
0	0
0	0
1	0
0	0
2	0
252	62
0	43
0	41
0	1
0	47
0	85
49	1381
49	114
2	22
0	569
0	1115
153	167
0	446
27	22
7	107
8	6
12	32
0	97
101	1
1	188
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	27
0	1350
0	1350
22	1389
5	35
3	78
1	1168
21	1054
8	186
0	1352
1	123
0	82
0	169
2	77
0	0
0	0
0	18
0	0
0	0
0	0
0	0
8	0
326	639
0	87
0	8
0	412
0	185
21	52
44	607
8	598
0	0
0	0
307	0
0	0
4	10
0	0
0	0
0	0
0	2
0	2
0	1
0	2
0	2
0	2
0	2
0	2
0	0
0	9
0	9
0	2
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	1
15	6
0	6
0	2
0	2
1	2
0	1
0	2
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	135
0	184
0	206
5	202
0	17
0	4
0	46
11	145
20	159
29	3
0	9
4	3
2	3
0	0
27	0
0	0
3	0
0	1
