UniqueCount	AmbigCount
0	0
0	0
53	225
22	149
184	127
0	0
215	0
162	0
42	0
0	0
68	0
0	0
153	0
198	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	30
1	91
52	162
0	11
0	105
212	60
2	87
0	41
37	0
10	1
0	1
0	0
4	50
42	74
0	51
0	32
0	24
0	51
1	25
90	14
0	42
1	0
53	331
22	316
0	4
2	0
3	22
0	22
1	14
0	6
0	13
5	0
0	0
0	0
11	0
0	0
3	0
0	242
14	427
10	114
217	283
85	66
0	24
43	403
135	172
0	0
0	0
0	0
0	0
0	8
0	0
7	2
6	8
0	5
0	7
3	3
0	0
0	0
0	0
2	0
0	0
0	0
263	65
0	49
0	36
0	0
1	39
0	91
72	1633
62	83
4	21
0	747
0	1361
222	216
0	480
26	16
21	93
13	9
18	21
2	95
175	3
0	234
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
9	24
0	1629
0	1630
15	1667
5	25
4	74
12	1372
23	1247
5	188
0	1631
2	134
0	129
0	173
0	93
1	0
0	1
0	7
0	0
0	0
0	0
0	0
6	0
311	712
0	69
0	8
0	508
0	177
25	38
65	700
4	693
1	0
0	0
395	0
0	0
2	10
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	6
0	6
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
9	2
0	3
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	145
0	169
0	189
9	155
0	9
0	0
0	42
15	122
12	124
24	2
3	7
3	1
2	4
0	0
24	0
0	0
9	0
0	1
