UniqueCount	AmbigCount
0	0
0	0
47	241
21	153
354	144
0	0
79	0
78	0
28	0
0	0
50	0
0	1
82	1
142	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	1
0	0
0	2
0	0
0	0
2	5
0	3
0	0
0	0
5	0
0	24
0	124
38	191
2	26
0	131
124	61
0	132
0	64
18	0
11	0
0	0
0	0
0	97
61	113
0	96
0	40
3	36
0	66
0	60
116	29
0	77
0	0
92	486
38	470
0	20
2	0
13	38
0	38
0	32
0	12
0	24
5	0
0	0
0	0
2	0
0	1
0	0
0	408
24	720
24	141
156	470
69	104
0	59
62	652
97	253
0	0
0	0
0	0
0	0
0	6
0	0
0	1
8	11
2	5
0	11
0	4
0	0
0	0
0	0
3	2
0	0
3	1
264	71
1	58
0	56
0	2
0	36
0	79
47	1060
32	115
6	18
0	403
0	791
207	95
0	384
14	21
11	78
9	4
12	31
0	94
94	1
0	145
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
10	7
62	1708
41	1707
3	1365
0	41
0	65
0	1107
0	988
1	174
0	1338
0	129
0	59
0	146
0	91
0	0
0	1
0	46
0	0
0	0
0	0
0	0
8	0
561	941
3	127
0	12
0	642
0	292
24	59
106	920
6	883
0	0
0	0
572	0
0	0
4	33
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	8
0	8
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
14	11
0	12
0	0
0	0
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	227
0	288
0	323
8	297
0	21
0	1
0	64
16	230
9	240
26	0
1	6
3	0
0	0
0	0
32	0
0	0
5	0
0	0
