UniqueCount	AmbigCount
0	0
0	0
0	3
0	3
20	3
0	0
3	0
0	0
0	0
0	0
1	0
0	1
9	4
10	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	19
0	8
0	11
0	12
3	7
0	0
0	8
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	12
0	64
21	98
0	16
0	49
86	23
0	60
0	13
18	0
0	7
0	7
0	0
0	26
38	31
0	26
0	10
0	13
0	18
0	13
53	7
0	17
4	0
12	190
11	187
0	6
0	0
0	21
0	21
0	1
0	0
0	1
0	0
0	0
4	0
0	4
0	0
2	0
0	82
8	140
4	21
80	93
37	17
0	5
9	118
41	33
0	0
0	0
0	0
0	0
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
6	1
154	66
0	57
0	35
0	0
0	3
0	16
24	500
31	47
7	0
0	185
0	385
94	56
0	178
36	6
5	30
3	4
0	14
0	35
50	4
0	59
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	11
4	45
0	45
0	47
0	0
0	5
0	35
0	29
0	12
0	45
0	0
0	1
0	1
0	10
0	0
0	0
0	14
0	0
0	0
0	0
0	0
1	0
208	629
0	24
0	4
0	489
0	153
24	21
100	630
0	630
0	0
0	0
434	1
0	0
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	12
0	19
0	20
0	14
0	3
0	0
0	3
0	11
0	11
1	0
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
